id,incident_station_area,incident_ward,intersection,latitude,longitude,property_use
loc1699674,444,2,Elmbrook Cres / Lafferty St,43.65859305,-79.58638523,301
loc1699675,243,21,Borough Dr / Town Centre Crt,43.77439656,-79.25354969,848
loc1699676,114,18,Finch Ave W / Routliffe Lane / Edithvale Dr,43.77720761,-79.42706261,123
loc1699677,131,8,Greer Rd / St Germain Ave,43.73032673,-79.41144249,301
loc1699678,114,18,Charlemagne Dr / Annapearl Crt,43.77640989,-79.40619145,843
loc1699679,115,17,Forest Manor Rd / George Henry Blvd,43.77356847,-79.34459209,301
loc1699680,233,16,Roanoke Rd / Marthclare Ave,43.74218172,-79.32403476,848
loc1699681,313,13,Jarvis St / Maitland Pl / Maitland St,43.66521614,-79.3778962,323
loc1699682,333,13,Jarvis St / Lombard St,43.65234859,-79.37271606,848
loc1699683,324,14,Dundas St E / Carlaw Ave,43.66484426,-79.34160745,896
loc1699684,442,5,Lawrence Ave W / Hickory Tree Rd / Little Ave / Humber River Recreational Trl,43.69928289,-79.51988683,898
loc1699685,141,6,St Regis Cres N / St Regis Cres,43.75518947,-79.48570693,323
loc1699686,125,16,Gateway Blvd / Sunny Glenway,43.71075277,-79.33123581,323
loc1699687,331,10,Queen St W / Ossington Ave / Lower Ossington Ave,43.6442043,-79.41886199,896
loc1699688,114,18,Yonge St / Holmes Ave,43.77789097,-79.41508655,323
loc1699689,415,1,Martin Grove Rd / Rexdale Blvd,43.71384492,-79.58111762,901
loc1699690,411,7,Finch Ave W / Finch 400 N Ramp,43.75454169,-79.53041943,901
loc1699691,426,4,Parkside Dr / Lake Shore Blvd W / Parkside Dr S Lakeshore Blvd E Ramp / Lakeshore E Parkside Ramp,43.63832414,-79.45350517,812
loc1699692,226,19,Glenmount Park Rd / Beachview Cres,43.6809887,-79.30532888,901
loc1699693,325,13,Gerrard St E / Seaton St,43.66156441,-79.3707022,505
loc1699694,311,12,Bryce Ave / Heath St W,43.68970034,-79.39748839,323
loc1699695,425,4,Deforest Rd / Beresford Ave,43.64856532,-79.47630677,302
loc1699696,444,2,Mill Rd / Markland Dr,43.63635457,-79.58027882,323
loc1699697,224,19,Wolverleigh Blvd / Woodmount Ave,43.68677261,-79.31592519,231
loc1699698,345,9,Dufferin St / Dupont St,43.66846482,-79.43903592,162
loc1699699,111,18,Maxome Ave / Arran Cres,43.7987617,-79.40455891,301
loc1699700,122,15,Beaverhall Dr / Bobwhite Cres,43.75774187,-79.37084184,301
loc1699701,112,18,Steeles Ave W / Tangreen Crt,43.79662238,-79.42637848,323
loc1699702,243,22,Sheppard Ave E / Lamont Ave,43.78473245,-79.28149677,153
loc1699703,423,4,Parkside Dr / Keele St / Bloor St W,43.65470705,-79.46004811,861
loc1699704,221,20,Falmouth Ave / Century Dr,43.73445604,-79.25264657,322
loc1699705,421,5,Weston Rd / Jasper Ave,43.68373396,-79.48245854,302
loc1699706,341,12,Vaughan Rd / Wychwood Ave / Connaught Crcl,43.68841052,-79.42558479,323
loc1699707,344,11,Walmer Rd / Lowther Ave / Gwendolyn MacEwen Parkette Trl,43.66842451,-79.40641064,232
loc1699708,235,16,Wynford Dr / Wynford Heights Cres,43.72664424,-79.32756449,323
loc1699709,433,3,Harbourview Cres / Bluewater Crt,43.62206838,-79.48764492,303
loc1699710,345,9,Bartlett Ave / Shanly St,43.66351809,-79.43419779,301
loc1699711,231,24,Mossbank Dr / Caddy Dr,43.76450158,-79.21172013,301
loc1699712,314,11,Bay St / Elm St,43.6573078,-79.38441585,896
loc1699713,235,16,Elvaston Dr / Halkin Cres,43.72989043,-79.31106008,301
loc1699714,222,21,Crockford Blvd / Minford Ave,43.7378745,-79.28764669,896
loc1699715,213,25,Sewell's Rd / Brenyon Way,43.80779975,-79.21559584,896
loc1699716,346,10,Newfoundland Rd / Princes' Blvd,43.63407527,-79.4118641,123
loc1699717,331,10,Western Battery Rd / Lynn Williams St,43.63902215,-79.41591728,323
loc1699718,422,5,Rockcliffe Blvd / Woolner Ave / Terry Dr / Lavender Creek Trl,43.67276002,-79.487628,852
loc1699719,342,9,Northcliffe Blvd / Rosecliffe Ave,43.68389896,-79.44305499,323
loc1699720,341,12,Earlsdale Ave / Arlington Ave,43.68722894,-79.43125286,896
loc1699721,324,14,Austin Ave / Marjory Ave,43.66751114,-79.33703314,302
loc1699722,342,9,Northcliffe Blvd / Rosecliffe Ave,43.68389896,-79.44305499,896
loc1699723,423,4,Abbott Ave / Dundas St W,43.66073701,-79.45423223,323
loc1699724,141,6,Keele St / Sheppard Ave W / Downsview Park Trl,43.74477751,-79.48645243,846
loc1699725,227,19,Joseph Duggan Rd / Brookmount Rd / Queen St E,43.66824531,-79.30804794,323
loc1699726,433,3,Queen Elizabeth Blvd / Taymall Ave,43.62229609,-79.50593831,896
loc1699727,442,5,Queenslea Ave / Kames Ave,43.71070368,-79.5119672,896
loc1699728,343,12,Maplewood Ave / Raglan Ave,43.68619442,-79.42087018,848
loc1699729,214,24,Ellesmere Rd / Mornelle Crt,43.78483026,-79.19543305,848
loc1699730,435,3,Lake Shore Blvd W / Twenty Third St,43.5971276,-79.521725,331
loc1699731,234,24,Celeste Dr / Templeton Crt / Highland Creek Trl,43.7618846,-79.20024741,898
loc1699732,313,13,Wellesley St E / Bleecker St,43.66729534,-79.37377791,323
loc1699733,133,5,Rustic Rd / Maidstone St,43.71248654,-79.50345407,901
loc1699734,234,24,Lawrence Ave E / Orton Park Rd,43.76404977,-79.20562856,323
loc1699735,145,6,King High Ave / Invermay Ave,43.73956264,-79.44415533,365
loc1699736,331,11,Mansfield Ave / Manning Ave,43.65380442,-79.4119528,302
loc1699737,232,21,Lawrence Ave E / Brockley Dr,43.75206554,-79.26245973,848
loc1699738,331,10,Walnut Ave / Wellington St W,43.64159659,-79.40734771,499
loc1699739,426,4,Queen St W / Dowling Ave,43.63995117,-79.43986328,323
loc1699740,215,25,Bennett Rd / Ravenview Dr,43.76821246,-79.1643567,132
loc1699741,146,5,Suntract Rd / Gordon Mackay Rd,43.71527452,-79.51081209,901
loc1699742,221,20,Kennedy Rd / Merrian Rd,43.7274089,-79.26591828,323
loc1699743,224,19,Eastdale Ave / Goodwood Park Cres,43.69437857,-79.3006086,323
loc1699744,112,18,Peckham Ave / Donnalyn Dr / Moore Park Trl,43.79081042,-79.43683215,173
loc1699745,322,14,Don Mills Rd / Don Mills Rd N Dvp S Ramp / Don Mills Rd S Dvp S Ramp,43.70164216,-79.3371486,199
loc1699746,121,18,Harrison Garden Blvd / Humberstone Dr / Avondale Park Trl,43.75760653,-79.40854823,323
loc1699747,411,7,Islington Ave / Aviemore Dr,43.7483803,-79.56840031,848
loc1699748,345,9,Hepbourne St / Havelock St,43.65834179,-79.43157151,302
loc1699749,342,9,St Clair Ave W / Caledonia Rd / Caledonia Park Rd,43.67535382,-79.45477474,848
loc1699750,322,14,Sammon Ave / Wiley Ave,43.68626704,-79.3375693,302
loc1699751,331,10,Queen St W / Palmerston Ave / Tecumseth St,43.64668293,-79.40657585,521
loc1699752,231,24,Merkley Sq / Wonderland Dr,43.77247829,-79.21390911,896
loc1699753,333,13,Front St E / George St S / George St,43.6498191,-79.37031555,896
loc1699754,243,23,Brimley Rd / Dennett Dr,43.79311026,-79.27103587,760
loc1699755,322,14,Pape Ave / Torrens Ave,43.691368,-79.34955178,132
loc1699756,322,16,Don Mills Rd / Overlea Blvd / Gateway Blvd,43.70999645,-79.33439498,323
loc1699757,324,14,Jones Ave / Hunter St,43.67434432,-79.33780496,303
loc1699758,224,19,Secord Ave / Barrington Ave,43.69261279,-79.30236952,303
loc1699759,411,7,Milvan Dr / Penn Dr,43.75143939,-79.55298347,901
loc1699760,326,14,Curzon St / Leslie Garden Lane,43.66379386,-79.33176047,301
loc1699761,224,19,Lumsden Ave / Barrington Ave,43.69512966,-79.30348073,861
loc1699762,125,16,Don Mills Rd / Wynford Dr,43.72302479,-79.33961316,848
loc1699763,134,8,Yonge St / Roselawn Ave,43.71091231,-79.39928823,896
loc1699764,244,17,Patrick Blvd / Hazelnut Cres,43.77757916,-79.32500106,891
loc1699765,342,9,Rogers Rd / Sellers Ave,43.68534842,-79.4471392,311
loc1699766,423,5,St Clair Ave W / Old Stock Yards Rd / Gunns Rd,43.67178146,-79.47112402,896
loc1699767,432,2,Mapledawn Rd / Boxbury Rd,43.63397737,-79.57556397,848
loc1699768,312,11,Church St / Collier St / Reynolds St / Sherlock Holmes Walk,43.6724401,-79.38616089,861
loc1699769,345,9,Wallace Ave / Ward St,43.66206461,-79.44585968,898
loc1699770,445,2,Burnhamthorpe Rd / The West Mall / Burnhamthorpe 427 C S Ramp / 427 C S Burnhamthorpe W Ramp,43.64455295,-79.56725019,901
loc1699771,143,6,Bathurst St / Bainbridge Ave,43.75076348,-79.43733687,861
loc1699772,415,1,Endicott Ave / Golfdown Dr,43.72303502,-79.55155201,301
loc1699773,132,8,Varna Dr / Cather Cres,43.72283221,-79.44361687,848
loc1699774,221,20,McCowan Rd / Landmark Blvd,43.73813477,-79.23793632,134
loc1699775,132,8,Varna Dr / Cather Cres,43.72283221,-79.44361687,848
loc1699776,426,4,Fern Ave / Roncesvalles Ave,43.64455264,-79.44837137,301
loc1699777,215,25,Starspray Blvd / Rouge Hills Dr,43.79294609,-79.12607201,834
loc1699778,215,25,Island Rd / Port Union Rd / Port Union N 401 C E Ramp / 2a E Port Union S Ramp,43.79592601,-79.14349759,896
loc1699779,145,8,Highland Hill / Alcester Crt,43.72364951,-79.45135012,909
loc1699780,245,21,Ellesmere Rd / Mondeo Dr,43.76425986,-79.28771788,132
loc1699781,243,24,Lee Centre Dr / Corporate Dr,43.78053867,-79.24702786,861
loc1699782,314,13,Breadalbane St / St Luke Lane,43.66377898,-79.38475865,896
loc1699783,326,14,Queen St E / Hiltz Ave,43.66417393,-79.32621615,301
loc1699784,344,11,Spadina Rd / Annex Lane,43.66746417,-79.40418651,848
loc1699785,143,6,Bathurst St / Bainbridge Ave,43.75076348,-79.43733687,863
loc1699786,223,20,Brooklawn Ave / Sunnypoint Cres,43.71399583,-79.23251385,861
loc1699787,141,6,Sunfield Rd / Dellview Way,43.74276185,-79.48977955,303
loc1699788,315,10,Spadina Ave / Dundas St W,43.65294432,-79.39805,896
loc1699789,345,9,Lansdowne Ave / Jenet Ave,43.6599019,-79.44330668,302
loc1699790,223,20,Brooklawn Ave / Sunnypoint Cres,43.71399583,-79.23251385,861
loc1699791,313,14,Montcrest Blvd / Broadview Ave,43.67323592,-79.35609929,860
loc1699792,132,8,Dufferin St / Lawrence Ave W,43.7140869,-79.45475113,896
loc1699793,132,8,Bolingbroke Rd / Wenderly Dr,43.71242935,-79.44809225,861
loc1699794,325,13,Berkeley St / Coatsworth St,43.65871875,-79.36718311,843
loc1699795,233,16,York Mills Rd / Fenside Dr,43.76066645,-79.32768578,861
loc1699796,143,6,Bathurst St / Bainbridge Ave,43.75076348,-79.43733687,848
loc1699797,324,14,Logan Ave / Grandview Ave,43.67403174,-79.34806707,861
loc1699798,223,20,Bluffers Park Rd / Brimley Rd S,43.70721537,-79.23538569,861
loc1699799,141,6,Dufferin St / Finch Ave W,43.7688521,-79.46692782,862
loc1699800,231,24,Toyota Pl / Corporate Dr,43.7808778,-79.24455364,405
loc1699801,141,7,Fountainhead Rd / Sentinel Rd,43.762241,-79.50052088,323
loc1699802,243,23,Brimley Rd / Sheppard Ave E,43.78757824,-79.26831203,403
loc1699803,342,9,Caledonia Rd / Norman Ave,43.67777978,-79.45579594,101
loc1699804,143,6,Dufferin St / Finch Ave W,43.7688521,-79.46692782,891
loc1699805,444,2,HWY 427 / Burnhamthorpe Rd / Burnhamthorpe 427 C S Ramp,43.6454674,-79.56362952,901
loc1699806,233,16,Cassandra Blvd / Whitefriars Dr,43.74735074,-79.33024114,323
loc1699807,413,1,Martin Grove Rd / Milkwood Ave,43.73011518,-79.58855831,860
loc1699808,141,6,Keele St / Sheppard Ave W / Downsview Park Trl,43.74477751,-79.48645243,904
loc1699809,411,7,Rowntree Mill Rd / Emily Ave / Hathor Cres,43.75362026,-79.57729451,861
loc1699810,213,23,Progress Ave / Rosebank Dr,43.79228771,-79.23408189,323
loc1699811,116,17,Havenbrook Blvd / Elfindale Cres,43.76840812,-79.3547602,837
loc1699812,113,17,McNicoll Ave / Hines Dr / Picola Crt,43.80157475,-79.34841807,896
loc1699813,441,1,Martin Grove Rd / Redgrave Dr,43.67764125,-79.56459277,896
loc1699814,224,19,Eden Park Rd / Glenshaw Cres,43.70860134,-79.31906764,365
loc1699815,322,14,Don Mills Rd / Don Mills Rd N Dvp S Ramp / Don Mills Rd S Dvp S Ramp,43.70164216,-79.3371486,323
loc1699816,135,12,Bathurst St / Avenal Dr,43.69610812,-79.42357702,896
loc1699817,244,22,Sheppard Ave E / Commons Dr,43.77588873,-79.3204081,323
loc1699818,226,19,Dawes Rd / Halsey Ave,43.6996251,-79.29702966,323
loc1699819,443,1,Braywin Dr / Golfwood Hts,43.6995634,-79.54028702,301
loc1699820,435,3,Fifth St / Morrison St,43.5994405,-79.50227205,837
loc1699821,441,1,Shaft Rd / Ronson Dr,43.70001127,-79.56298989,633
loc1699822,122,15,Kirkwood Rd / Tullamore Dr,43.75634471,-79.36162782,848
loc1699823,441,1,International Blvd / Galaxy Blvd,43.67834172,-79.58497022,848
loc1699824,432,3,Atomic Ave / North Queen St,43.62201703,-79.54267595,896
loc1699825,143,6,Sheppard Ave W / De Boers Dr,43.75118906,-79.4664379,323
loc1699826,243,23,Sheppard Ave E / Brownspring Rd,43.78884453,-79.26249084,848
loc1699827,325,13,Queen St E / Bright St,43.65670493,-79.35958408,303
loc1699828,421,5,Weston Rd / Denarda St,43.688305,-79.49314232,323
loc1699829,324,14,Dundas St E / Carlaw Ave,43.66484426,-79.34160745,152
loc1699830,433,3,Kipling Ave / North Queen St,43.6252075,-79.52855206,901
loc1699831,426,4,Maynard Ave / Leopold St,43.63847112,-79.4378698,301
loc1699832,245,21,Birchmount Rd / Flora Dr,43.74215882,-79.28265682,721
loc1699833,445,2,Burnhamthorpe Rd / Prennan Ave,43.65070529,-79.5407728,301
loc1699834,312,11,Bloor St W / Bedford Rd,43.66803323,-79.39738079,144
loc1699835,313,11,Mount Pleasant Rd / Mount Pleasant Bloor Ramp,43.6724289,-79.37956802,861
loc1699836,433,3,Kipling Ave / Torlake Cres,43.61413205,-79.52364625,760
loc1699837,425,4,Bloor St W / Clendenan Ave,43.65252467,-79.47003106,861
loc1699838,325,13,Sherbourne St / Shuter St / Moss Park Trl,43.65616273,-79.37012259,323
loc1699839,411,7,Arrow Rd / Deerhide Cres,43.74792227,-79.53077494,901
loc1699840,331,10,Queen St W / Palmerston Ave / Tecumseth St,43.64668293,-79.40657585,896
loc1699841,146,6,Ridge Rd / Downsview Ave,43.72167554,-79.49317817,903
loc1699842,445,3,Index Rd / North Queen St,43.61947511,-79.55375074,896
loc1699843,423,4,Kenneth Ave / Indian Road Cres,43.6610628,-79.46003628,301
loc1699844,435,3,Lake Shore Blvd W / Sixth St,43.60100674,-79.50414325,334
loc1699845,232,21,Neapolitan Dr / Jackmuir Cres,43.76449948,-79.25536941,301
loc1699846,326,14,Hiawatha Rd / Gerrard St E,43.67208101,-79.32291486,331
loc1699847,234,25,Ling Rd / 110 Ling Rd,43.76720306,-79.18311245,323
loc1699848,441,1,Galaxy Blvd / Meteor Dr,43.68177297,-79.58866386,901
loc1699849,212,25,Murison Blvd / Breckon Gt / Usherwood Crt,43.79962241,-79.20640413,303
loc1699850,341,9,Kitchener Ave / Gilbert Ave,43.68870348,-79.46177947,741
loc1699851,146,7,Chalkfarm Dr / Marlington Cres,43.72477238,-79.51042617,323
loc1699852,115,17,Forest Manor Rd / George Henry Blvd,43.77356847,-79.34459209,323
loc1699853,145,6,Dufferin St / Dufferin St N 401 C W Ramp,43.72837452,-79.45796464,510
loc1699854,133,5,George Anderson Dr / Garside Cres,43.70405392,-79.48318104,862
loc1699855,444,2,Hartland Rd / Wellesworth Dr,43.66676296,-79.57689037,302
loc1699856,244,22,Castleford Dr / Vradenberg Dr,43.77310805,-79.31054115,132
loc1699857,226,19,Thyra Ave / Dentonia Park Ave,43.69314473,-79.29129854,323
loc1699858,243,23,Brimley Rd / Sheppard Ave E,43.78757824,-79.26831203,653
loc1699859,141,6,Keele St / Dovehouse Ave / Downsview Park Trl,43.74960721,-79.48759219,323
loc1699860,211,23,Markham Rd / Nashdene Rd,43.82023895,-79.24618743,848
loc1699861,334,10,Fort York Blvd / Capreol Crt,43.63994569,-79.39562812,323
loc1699862,345,9,Bloor St W / Perth Ave / West Toronto Rail Path Trl,43.65705388,-79.44893428,504
loc1699863,234,24,Galloway Rd / Montoro Lane,43.76267054,-79.19498722,853
loc1699864,241,22,Bamburgh Crcl / Sharrowbay Crt,43.81178484,-79.32621364,331
loc1699865,114,18,Yonge St / Park Home Ave / Empress Ave,43.76927426,-79.41290458,860
loc1699866,234,24,Falaise Rd / Rodda Blvd,43.77138668,-79.18990257,896
loc1699867,441,2,Northcrest Rd / Longfellow Rd,43.69262093,-79.55525817,323
loc1699868,435,3,Lake Promenade / Twenty Third St,43.59118615,-79.51925085,861
loc1699869,411,7,Weston Rd / Jubilee Cres,43.72597608,-79.53567824,301
loc1699870,234,24,Galloway Rd / Montoro Lane,43.76354597,-79.19536169,302
loc1699871,435,3,Lake Shore Dr / Thirteenth St,43.59441401,-79.50979293,861
loc1699872,233,21,Terraview Blvd / Pharmacy Ave,43.76572095,-79.31302182,365
loc1699873,426,4,Neepawa Ave / Roncesvalles Ave / Marmaduke St,43.6504506,-79.45065905,302
loc1699874,211,25,Staines Rd / Finch Ave E / Morningside Ave,43.81969829,-79.22107221,861
loc1699875,222,20,St Clair Ave E / Warden Ave,43.71204565,-79.28100326,144
loc1699876,142,7,Sentinel Rd / Derrydown Rd,43.75974822,-79.49965878,861
loc1699877,212,25,Sheppard Ave E / Conlins Rd,43.80416334,-79.19015399,896
loc1699878,142,6,Ladyshot Cres / Eldorado Crt,43.7485145,-79.49943378,301
loc1699879,142,6,Ladyshot Cres / Eldorado Crt,43.7485145,-79.49943378,301
loc1699880,141,7,Fountainhead Rd / Sentinel Rd,43.762241,-79.50052088,323
loc1699881,411,7,Verobeach Blvd / West Palm Crt,43.73461132,-79.54660923,861
loc1699882,345,9,Dupont St / Gladstone Ave,43.66866688,-79.43779285,323
loc1699883,442,5,Lawrence Ave W / Ralph St,43.70109122,-79.51212483,863
loc1699884,332,10,Foster Pl / Elizabeth St,43.65454721,-79.38486126,896
loc1699885,142,7,Firgrove Cres / Needle Firway,43.75287166,-79.51923919,860
loc1699886,325,13,Sherbourne St / Shuter St / Moss Park Trl,43.65616273,-79.37012259,848
loc1699887,325,13,Aberdeen Ave / Parliament St,43.66505747,-79.36829878,322
loc1699888,115,17,Kingslake Rd / Allenbury Gdns,43.78097608,-79.34432166,848
loc1699889,115,17,Kingslake Rd / Lisburn Cres,43.78151797,-79.34309372,846
loc1699890,314,11,Yonge St / Gerrard St E / Gerrard St W,43.65909597,-79.38211785,896
loc1699891,345,9,Bloor St W / Concord Ave,43.66173655,-79.42685837,848
loc1699892,335,10,Omaha Ave / Dacotah Ave,43.62661017,-79.35912581,861
loc1699893,331,10,Trinity Crcl / Trinity Dr,43.64596276,-79.41343204,861
loc1699894,111,17,Bomarc Rd / Wycliffe Cres,43.77625186,-79.38804943,301
loc1699895,111,18,Abitibi Ave / Dumont St,43.79700635,-79.41640176,896
loc1699896,325,13,Sherbourne St / Shuter St / Moss Park Trl,43.65616273,-79.37012259,323
loc1699897,211,23,Finchdene Sq / Newgale Gt,43.81898,-79.23738671,799
loc1699898,323,14,Danforth Ave / Carlaw Ave,43.67846049,-79.34734519,151
loc1699899,314,13,Grosvenor St / St Vincent Lane,43.66260871,-79.3857286,323
loc1699900,132,8,Alexandra Wood / Cortleigh Blvd,43.71082872,-79.42231736,301
loc1699901,132,8,Bathurst St / Bathurst St N 401 C E Ramp,43.73501637,-79.43342868,153
loc1699902,211,25,Flycatcher Ave / Wharnsby Dr / Salamander St,43.82044397,-79.22234566,301
loc1699903,434,3,Westhead Rd / Thames Ave,43.60458571,-79.55591012,901
loc1699904,227,19,Queen St E / Hambly Ave,43.67071138,-79.29687292,301
loc1699905,326,14,Leslie St / Commissioners St / Martin Goodman Trl,43.65651465,-79.32633631,898
loc1699906,314,13,St Nicholas St / St Mary St,43.66779006,-79.38675661,896
loc1699907,145,6,Wilson Ave / Keele St,43.72664239,-79.48206974,602
loc1699908,225,20,Denton Ave / Macey Ave,43.69324331,-79.28723693,144
loc1699909,432,3,Wickman Rd / Vansco Rd,43.61975068,-79.53412622,861
loc1699910,442,5,Hickory Tree Rd / Bellevue Cres,43.69883573,-79.51587953,323
loc1699911,433,3,Lake Shore Blvd W / Brookers Lane / Lake Shore W Gardiner E Ramp,43.62730598,-79.47902063,861
loc1699912,233,21,Elinor Ave / Murray Glen Dr,43.75404976,-79.30455415,861
loc1699913,425,4,Gardiner Queensway W Ramp / South Kingsway,43.63557492,-79.47364813,861
loc1699914,421,5,Jane St / Eglinton Ave W,43.68447641,-79.49882308,861
loc1699915,421,5,Weston Rd / Somerville Ave,43.68855993,-79.49398174,861
loc1699916,324,14,Broadview Ave / Mountstephen St,43.66408909,-79.35203898,404
loc1699917,312,11,Bloor St E / Park Rd,43.67080443,-79.38420956,896
loc1699918,443,2,Dixington Cres / Humber Creek Trl,43.69680889,-79.54139266,323
loc1699919,314,13,Yonge St / Wellesley St E / Wellesley St W,43.66493728,-79.38459589,144
loc1699920,313,13,Isabella St / Sherbourne St,43.66965602,-79.37579011,323
loc1699921,426,4,Brock Ave / Abbs St,43.64213324,-79.43261866,301
loc1699922,314,11,Yonge St / Gerrard St E / Gerrard St W,43.65909597,-79.38211785,848
loc1699923,441,1,427 N Fasken Ramp / Fasken Dr,43.68947343,-79.60224107,661
loc1699924,141,6,Dolomite Dr / Alness St,43.77957339,-79.47562265,903
loc1699925,344,11,Dupont St / Howland Ave,43.67368822,-79.41184383,151
loc1699926,441,2,Clement Rd / Callowhill Dr,43.67893915,-79.56173303,323
loc1699927,233,16,York Mills Rd / Fenside Dr,43.76066645,-79.32768578,896
loc1699928,444,2,Permfield Path / Donegal Path,43.64884454,-79.56726164,862
loc1699929,421,5,Eglinton Ave W / Emmett Ave,43.68438156,-79.50421843,861
loc1699930,226,19,Kingston Rd / Bingham Ave,43.68072008,-79.2850681,896
loc1699931,313,13,Jarvis St / Cawthra Sq,43.66712418,-79.37870206,861
loc1699932,146,7,Chalkfarm Dr / Marlington Cres,43.72477238,-79.51042617,498
loc1699933,222,20,Delwood Dr / Rosalind Cres,43.71401781,-79.29581528,301
loc1699934,331,10,King St W / Shaw St,43.64143715,-79.41501888,848
loc1699935,325,13,Sherbourne St / Shuter St / Moss Park Trl,43.65616273,-79.37012259,301
loc1699936,422,4,Humber Hill Ave / Old Dundas St,43.66461634,-79.50137739,861
loc1699937,213,24,Keeler Blvd / David Dr,43.79344719,-79.2034858,301
loc1699938,132,8,Rondale Blvd / Roberta Dr,43.72204997,-79.43757123,301
loc1699939,411,7,Weston Rd / Sheppard Ave W,43.7337468,-79.53822885,323
loc1699940,212,25,Meadowvale Rd / Old Finch Ave,43.82739198,-79.17918346,999
loc1699941,313,13,Sherbourne St / Carlton St,43.66319002,-79.37306178,323
loc1699942,133,5,Lonborough Ave / Bertram St,43.6929804,-79.4734077,901
loc1699943,231,24,Ellesmere Rd / Markham Rd,43.77643625,-79.23175684,846
loc1699944,331,11,Harrison St / Shaw St,43.65145104,-79.41894166,861
loc1699945,211,25,Reesor Rd / Steeles Ave E,43.84818935,-79.20057485,861
loc1699946,432,3,Eastside Dr / North Queen St,43.61976457,-79.55247388,901
loc1699947,313,13,Bloor St E / Parliament St,43.6718889,-79.37145847,861
loc1699948,211,23,Tapscott Rd / Finch Ave E,43.8142178,-79.23713706,152
loc1699949,134,8,Yonge St / Roselawn Ave,43.71091231,-79.39928823,898
loc1699950,211,23,Tapscott Rd / Finch Ave E,43.8142178,-79.23713706,152
loc1699951,344,12,Madison Ave / Macpherson Ave,43.67612214,-79.40632984,861
loc1699952,223,20,Parkcrest Dr / Hill Cres,43.73261647,-79.21600181,861
loc1699953,134,15,Dalewood Rd / Sheldrake Blvd,43.7165459,-79.39051369,861
loc1699954,141,7,Fountainhead Rd / Sentinel Rd,43.762241,-79.50052088,861
loc1699955,223,20,Brooklawn Ave / Sunnypoint Cres,43.71399583,-79.23251385,861
loc1699956,141,6,Dufferin St / Stanstead Dr,43.76328606,-79.46569937,122
loc1699957,341,9,Eglinton Ave W / Kirknewton Rd,43.69524259,-79.45232979,896
loc1699958,344,11,Spadina Rd / Lowther Ave,43.66896208,-79.40477271,842
loc1699959,145,6,Wilson Ave / Transit Rd / Billy Bishop Way,43.7333831,-79.45286339,837
loc1699960,332,10,King St W / Charlotte St,43.64576293,-79.39364004,323
loc1699961,231,24,Scarborough Golf Club Rd / Holmfirth Ter,43.76057348,-79.2156827,323
loc1699962,445,3,The Queensway / Queensway E 427 C N Ramp / Browns Li N 427 C N Ramp,43.6156726,-79.5494697,901
loc1699963,234,24,Bournville Dr / Earswick Dr,43.74403799,-79.20141018,301
loc1699964,233,16,Parkwoods Village Dr / Gisburn Rd,43.76011233,-79.32199507,898
loc1699965,234,24,Morna Ave / Cumber Ave,43.7543478,-79.1824129,301
loc1699966,111,17,Bruce Farm Dr / Craigmont Dr,43.7978508,-79.38021002,862
loc1699967,243,24,Lee Centre Dr / Corporate Dr,43.78053867,-79.24702786,229
loc1699968,314,13,St Joseph St / St Nicholas St,43.66586568,-79.38592132,323
loc1699969,341,12,Rogers Rd / Rockvale Ave,43.68670938,-79.44062634,331
loc1699970,445,2,Charleston Rd / Mervyn Ave,43.64136696,-79.54727409,301
loc1699971,333,14,Unwin Ave / Cherry St,43.6390626,-79.34666226,902
loc1699972,115,17,Forest Manor Rd / Parkway Forest Dr,43.76939878,-79.34361214,848
loc1699973,322,14,Leaside Bdge / Pape Ave / Donlands Ave,43.69720393,-79.34926715,861
loc1699974,332,10,King St W / Ed Mirvish Way,43.64696521,-79.38815191,102
loc1699975,323,14,Gerrard St E / Greenwood Ave,43.67092307,-79.32802236,334
loc1699976,315,11,Harbord St / Sussex Mews,43.66286483,-79.40307605,321
loc1699977,211,23,Staines Rd / Culver Lane,43.82984949,-79.22340167,302
loc1699978,426,4,Grafton Ave / Triller Ave,43.63997092,-79.44417798,896
loc1699979,141,6,Finch Ave W / Alexdon Rd,43.76469306,-79.48551944,151
loc1699980,116,22,Village Green Sq,43.7781493,-79.28147246,896
loc1699981,426,4,Maynard Ave / Leopold St,43.63847112,-79.4378698,891
loc1699982,324,14,Pape Ave / Louvain Ave,43.66242689,-79.33804009,323
loc1699983,142,7,Jane St / Eddystone Ave,43.74914766,-79.51568489,323
loc1699984,134,12,Eglinton Ave E / Dunfield Ave,43.70732802,-79.39549266,848
loc1699985,442,5,Jane St / Patika Ave,43.70515909,-79.50440555,999
loc1699986,443,2,Lloyd Manor Rd / Winsland Dr,43.67454587,-79.55696195,301
loc1699987,324,14,Queen St E / Carlaw Ave,43.66106162,-79.34009229,848
loc1699988,222,20,Santamonica Blvd / Trinnell Blvd,43.70914007,-79.27612054,842
loc1699989,415,1,Kipling Ave / Henley Cres,43.73051971,-79.57584216,860
loc1699990,432,2,Eva Rd / 427 C S Eva Rd Ramp / Eva Rd 427 C S Ramp,43.63965379,-79.56293665,902
loc1699991,332,10,Queen St W / Vanauley St,43.64832582,-79.39841861,323
loc1699992,123,16,Laurentide Dr / Hauteview Crt,43.75708628,-79.33751631,323
